id,open_date,name,location,lat,lon,threat,tags,commodity,measure_skim,measure_shore,measure_bio,measure_disperse,measure_burn,max_ptl_release_gallons,posts,description
10450,02/05/2022,"Mystery Sheen, Mississippi Canyon Block 245, Gulf of Mexico",Gulf of Mexico,28.738667,-88.755333,Oil,,,,,,,,,0,"On 2 May 2022, Coast Guard Marine Safety Unit (MSU) Houma personnel notified NOAA SSC of a mystery sheen for NRC Report # 1334935 in the Gulf of Mexico, which is 28.5 NM Southeast of South Pass, LA. The mystery sheen currently has an unknown source near BOEM lease block 245. The spill quantity is estimated to be 47 barrels of oil with a sheen length of 31 miles and a width of 1 mile. There is an unknown responsible party.  The NOAA SSC has requested USCG to confirm coordinates with the reporting party, BOEM. MSU Houma has requested a forecast trajectory."
10403,10/01/2022,"Spill from Quarter North Oil Well, Louisiana, Gulf of Mexico","LA, Gulf of Mexico",28.97055556,-89.50027778,Oil,,,,,,,,,0,"On January 10, 2022, the USCG Sector New Orleans Incident Management Division (IMD) received notification of a discharge of crude oil and natural gas from a Quarter North well into the Gulf of Mexico.  The well and platform were damaged by Hurricane Ida last year. NOAA provided an initial fate & trajectory."
10389,30/11/2021,"Southern Louisiana Oil Platform Breton Sound Release; LA, Gulf of Mexico","LA, Gulf of Mexico",29.465,-89.16666667,Oil,,,,,,,,,0,"On November 30, 2021, a USCG Sector New Orleans Auxillary overflight discovered a crude oil slick originating from a Southern Louisiana Oil platform in close proximity to North Breton Island. The slick was estimated to be 2nm long and 1/2nm wide. An estimated 50 gallons of oil has been released.  USCG requested fate and trajectory."
10346,27/08/2021,Hurricane Ida; Gulf of Mexico,Gulf of Mexico,29.13,-90.21,Other,Hurricane,,,,,,,,0,"This hotline was opened on August 27, 2021, to capture information regarding Hurricane Ida.  Ida is expected to make landfall later this week and result in major impacts to coastal Louisiana. As a multi-hazard event with possible involvement of multiple NOS programs, the NOS Disaster Coordination Dashboard has been established for situational awareness, communications, coordination, and documentation across NOS program offices and up to (and through) NOS leadership. Future updates will be provided as the incident evolves."
10303,25/06/2021,"Mystery Sheen Main Pass Blk 69; Gulf of Mexico, LA, USA","Gulf of Mexico, LA, USA",29.24833333,-89.08833333,Oil,,,,,,,,,0,"On June 23, 2021, USCG Sector New Orleans received a report of  9 mile-long silver and rainbow sheen in Main Pass Block, several miles to the east of Delta National Wildlife Refuge at  29 14.9N, 089 05.3W.  On June 25, 2021,  the sheen was reported to be 2nm long. The Responsible Party has not yet been identified and the release is not yet secure. NOAA provided a trajectory and resources at risk."
10297,15/06/2021,"West Cameron 551 Discharge; Offshore Texas, Gulf of Mexico","Offshore Texas, Gulf of Mexico",28.30611111,-93.26916667,Oil,,Condensate,,,,,,,0,"On June 14, 2021, a sheen from an unknown source in West Cameron Block 551 was reported (NRC#1307727) during a flyover.  Potential responsible party, Stingray Pipeline, described the product as ""condensate"" to MSU Port Arthur.  On June 15, MSU Port Arthur contacted NOAA SSC for advice regarding what a condensate might look like, and potential for recoverable oil."
10295,13/06/2021,Fieldwood Energy Sheen Main Pass 61; Gulf of Mexico,Gulf of Mexico,29.32,-88.99,Oil,,,,,,,,,0,"On 13JUN2021,  SSC called USCG Sector New Orleans about some NESDIS reported sheen which was progressively getting bigger in main pass 61. Sector New Orleans confirmed Fieldwood Energy as the responsible party, the product originated for a pipeline and is not recoverable."
10273,30/04/2021,Cox Well P&A Release; Gulf of Mexico,Gulf of Mexico,29.02305556,-90.27055556,Oil,,Oil,,,,,,,0,"On April 30, 2021, the USCG MSU Houma Incident Management Division (IMD) contacted NOAA SSC to report a wellhead leak. It was reported that the responsible party Cox Operating facility was conducting a plug and abandon (P&A) operation. The rate of release and maximum potential release is unknown at this time. MSU Houma requested a worse case discharge trajectory."
10272,28/04/2021,"CFV GOL TIRANT Fire and Grounding; Gulf of Mexico, LA, USA","Gulf of Mexico, LA, USA",29.41761111,-89.17872222,Oil,,,,,,,,,0,"On April 28, 2021, the USCG notified the NOAA SSC of a 74ft commercial fishing vessel, GOL TIRANT, on fire less than 5 miles south of Breton Island. The vessel has a max of 3,500 gal diesel onboard.  1mile sheen to the NNE reported.  USCG requesting fate and trajectory."
10265,13/04/2021,"SEACOR Power Response; LA, Gulf of Mexico","LA, Gulf of Mexico",29.0065,-90.20488889,Oil,,,,,,,,,5,"On April 13, 2021, the USCG Sector Nola received report of a capsized 129' lift vessel approximately 7NM south of Port Fourchon in MSU Houma COTP Zone.  The prime focus is on Search and Rescue. The vessel is carrying diesel fuel. The USCG requested oil trajectory. No shoreline impact anticipated."
10254,17/03/2021,Mystery Spill SW Pass; Gulf of Mexico,Gulf of Mexico,28.841167,-89.403667,Oil,,,,,,,,,0,USCG contacted NOAA SSC on 17 MAR 2021 for assistance in identifying the source of a mystery sheen near SW pass.  SSC recommended a satellite imagery analysis request be sent to NESDIS. NESDIS generated an MPSR identifying both the anomaly and suspect vessel.
10210,11/12/2020,"Lucky Angel- 75ft fishing vessel; offshore Horn Island, Gulf of Mexico","offshore Horn Island, Gulf of Mexico",30.0183334,-88.661914,Oil,,diesel,,,,,,10000,0,"On December 12, 2020, the USCG Sector Mobile contacted the NOAA SSC regarding an incident involving a 75ft steel hull fishing vessel (Lucky Angel) with approximately 10,000 gallons of diesel that caught fire and sank approximately 10 miles south of Horn Island (off MS Coast, Gulf of Mexico).  USCG is requesting trajectory and fate analysis."
10202,25/11/2020,"F/V Miss Lena, Sunk Offshore Texas; Gulf of Mexico",Gulf of Mexico,27.0299,-93.7709,Oil,,Diesel,,,,,,7500,1,"On November 25, 2020, MSU Texas City requested a fate analysis for the 7,500 gallons of diesel fuel aboard F/V Miss Lena, which sank the evening of November 24.  Status of fuel tanks unknown.  Vessel is in deep water (~1100 - 1200m) and will be left in place.  All crew safely removed from vessel.  Phone support provided."
10192,28/10/2020,Hurricane Zeta; Gulf of Mexico,Gulf of Mexico,27.35035309,-89.15379401,Other,,Oil,,,,,,,0,"On October 28, 2020, NOAA's Emergency Response Division opened this hotline to capture information on Hurricane Zeta. The current forecast calls for Zeta to make landfall as a Category 2 hurricane in Southeast Louisiana by late this afternoon.  This system will bring a multi-hazard threat to the area and significant impacts are expected across portions of SE LA and S MS.   The SSC has made arrangements with RPI and Spatial Data Branch to ensure Arc Collector is available for USCG use post-landfall."
10190,22/10/2020,"Liberty Ship Thomas Heyward, Gulf of Mexico",Gulf of Mexico,30.30755556,-86.60394444,Oil,Historic Wreck|Hurricane,Oil,,,,,,,4,"On October 21, 2020, NOAA was notified of a spill from the SS Thomas Heyward Liberty Ship, now an artificial reef located southwest of Destin East Pass, FL.   In September, sport divers reported oil sheen on the water surface and black ""oil - like"" substance flowing from the deck of the ship and the Okaloosa county diver conducted an inspection of the artificial reef and collected samples.  Now, USCG requested NOAA assistance in identifying whether the ship is related to the Johnson Beach spill, reported after Hurricane Sally made landfall."
10182,06/10/2020,Hurricane Delta; Gulf of Mexico,Gulf of Mexico,25.79989118,-89.35546517,Other,,,,,,,,,0,"On October 6, 2020, Hurricane Delta was heading towards southeastern Louisiana and expected to make landfall as a category 2 hurricane.  NOAA ERD opened this Hotline to capture coordination efforts with USCG D8 and Sectors New Orleans and Mobile as well as States and EPA."
10171,14/09/2020,Hurricane Sally; Gulf of Mexico,Gulf of Mexico,28.8,-87.4,Other,Hurricane,,,1,,,,,0,"Around 4 AM on September 14, 2020, Hurricane Sally made landfall in the vicinity of Gulf Shores/Orange Beach, Alabama as a strong Category 2 storm (sustained winds ~100 MPH). The center of the storm tracked slightly farther east than initially forecast. Very heavy rain on the east side of the storm continued as it tracked northeast. Coastal areas impacted by significant storm surge spanned from Gulf Shores, Alabama east to the Florida panhandle. Seas in excess of 20 feet were observed offshore Pensacola, Florida. USCG Sector Mobile set up incident command for hurricane response operations under their Continuity of Operations Procedure (COOP) at the NOAA Disaster Response Center in Mobile, Alabama.  NOAA disaster response support included deployment of the NOAA Scientific Support Coordinator and Scientific Support Team, as well as the National Geodetic Survey Remote Sensing Division (NGS/RSD) Emergency Response aerial surveillance team, and the Coast Survey’s mobile navigation response team (NRT).  Additionally, support from NOAA included satellite imagery analysis from the Satellite Analysis Branch (SAB) of  National Environmental Satellite, Data, and Information Service (NESDIS).  NOAA's Emergency Response Division and Spatial Data Branch personnel from the Office of Response and Restoration provided direct on-scene support of all pollution response operations including operation of the Common Operational Picture (COP) in NOAA's Environmental Response Management Application (ERMA), as well as data collection and management of all assessment and pollution mitigation for over 1,000 storm-impacted vessels. NOAA's Emergency Response Division also provided Shoreline Cleanup and Assessment Technique (SCAT) teams for a storm related oil spill on Johnson Beach Gulf Islands National Seashore."
10161,30/08/2020,"Satellite imagery identifies mystery spill, Gulf of Mexico",Gulf of Mexico,29.305,-91.88666667,Oil,,,,,,,,,0,"30 Aug 2020 NESDIS imagery indicates a 15x1 mile oil anomaly 14 miles south of Marsh Island, LA. USCG, BSEE, and potential RPs are investigating. No additional information at this time."
10143,10/08/2020,Mystery Sheen Main Pass 61; Gulf of Mexico,Gulf of Mexico,29.31611111,-88.92027778,Oil,,,,,,,,,0,"ON August 10, 2020, the USCG received notification of a mystery sheen in Main Pass 61 off the coast of Louisiana.  The sheen was 8mi x 1/2mi heading west to east. USCG requested a hindcast to determine the potential for association with a previous incident."
10132,28/07/2020,"Offshore Discharge, High Island 536; Gulf of Mexico",Gulf of Mexico,28.04916667,-94.43833333,Oil,,crude oil,1,,,,,,0,"On July 28, 2020, MSU Texas City received a report from BSEE overflight of a sheen near an unmanned platform in High Island Block 536 (NRC#1282980).  Specific oil and amount discharged unknown.  Requested evaluation of trajectory, including the likelihood of shoreline impact, the potential for affecting Flower Garden Banks NMS, and possible connection to NESDIS mystery sheen in East Breaks 166."
10133,28/07/2020,"Offshore Mystery Sheen, East Breaks 166; Gulf of Mexico",Gulf of Mexico,27.8025,-94.27666667,Oil,,unknown,,,,,,,0,"On July 28, 2020, MSU Texas City requested hindcast analysis of sheen observed in Marine Pollution Surveillance Report (MPSR) 20200727_1649 (NRC#1282971), specifically to determine if three nearest platforms were a likely source, and/or if the sheen was possibly connected with a discharge at an unmanned platform in High Island 536."
10127,26/07/2020,Fieldwood Pipeline GC40 Spill; Gulf of Mexico,Gulf of Mexico,27.93478611,-89.96132778,Oil,,,,,,,,,0,"On July 26, 2020, the USCG MSU Houma received notification of a discharge more than 60 miles offshore in Green Canyon 40. Discharge believed to originate from a Fieldwood Energy Pipeline.  Current sheen (not slick) is 12 miles long.  Early estimate of discharge volume is 12.5bbl.  Release not yet secured.  USCG requesting trajectory."
10095,31/05/2020,"Whitney Oil South Pass Platform Leak; Gulf of Mexico, LA, USA","Gulf of Mexico, LA, USA",29.016666,-89.26666,Oil,,,,,,,,,0,"On 31 May 2020 USCG received reports of a 4 mile sheen near South Pass moving south, offshore. A Whitney Oil knockout platform experienced an upset. The product was discharged from the flare.  No recoverable oil reported. Estimated 150 gallons discharged."
10091,20/05/2020,"Natural Gas Line Leak Vermilion 114/129; LA, Gulf of Mexico","LA, Gulf of Mexico",28.35079876,-92.58398384,Oil,,,,,,,,,0,"20 May 2020,  USCG MSU Houma notified of a natural gas pipeline leak approximately 25 miles south of Louisiana coast.  At approximately 1240 a fishing vessel net caught on the pipeline and caused an immediate release.  USCG is working to identify the responsible party.  The release is not yet secure.  A 1/2-1 mile light sheen was reported heading south.  NOAA providing assistance with fate/trajectory."
10078,26/04/2020,"Orphan Well Head Leak; LA, Gulf of Mexico, USA","LA, Gulf of Mexico, USA",29.44805556,-91.60444444,Oil,,,,,,,,,0,"Apr 24 and Apr 25 2020 NOAA NESDIS identified an anomaly south east of Marsh Island, LA (NRC Reports 1276036, 1276099, 1276102). The anomaly ranged from 2 to 14 nm in length. Apr 26 2020 USCG Houma confirmed presence of a sheen  and identified the source as a pin hole leak in the riser of a well head. USCG determined the sheen to be non recoverable oil.  No impact to shoreline reported. USCG plans to clamp the line on Apr 27.  USCG requested a trajectory in the unlikely event of a large release of oil during operations."
10038,03/02/2020,Mystery Oil Slick Viosca Knoll Block 989; Gulf of Mexico,Gulf of Mexico,28.935,-88.635,Oil,,,,,,,,,0,03 Feb 2020 USCG Sec NOLA requested assistance from NOAA NESDIS regarding an offshore mystery oil slick in the Gulf of Mexico Viosca Knoll Block 989 (NRC 1270287). 04 Feb 2020 two additional mystery oil slicks were reported in the vicinity (NRC 1270338 & 1270346). USCG requested a trajectory to determine potential shoreline impact and an assessment of the potential relationship between the three slicks.
9991,15/10/2019,Hilcorp Energy Berrwood E-5 Facility Spill; Gulf of Mexico,Gulf of Mexico,28.98435,-89.360367,Oil,,,,,,,,,0,"On October 15, 2019,  Sector New Orleans Incident Management Division (IMD) received a report of a discharge of crude oil from a flare associated with the Berrwood E-5 facility, owned/operated by Hilcorp Energy, located in Southwest Pass MM 13 (E5 Canal).  The incident occurred due to an unknown cause."
9989,11/10/2019,"Sunken Rec Vessel, San Bernard, TX; Gulf of Mexico",Gulf of Mexico,28.90933333,-95.17855556,Oil,,,,,,,,,0,"On October 10, 2019, late in the evening, the sailing vessel Quickxotic sank approximately 2 nautical miles offshore of the mouth of the San Bernard River, with 150 gallons of diesel on board.  There has been no evidence of a discharge.  Vessel is in the same general area as a grounded rec vessel also reported this morning.  Phone support provided."
9964,08/09/2019,MV Kristin Faye; Gulf of Mexico,Gulf of Mexico,29.30166111,-89.05499722,Oil,,,,,,,,,0,"On September 8, 2019, the USCG received a report that Lift Boat M/V KRISTIN FAYE was partially submerged due to a punch through of the ocean floor with the lift boats port leg in Main Pass Block 64. 700 gallons of diesel and 200 gallons of hydraulic oil onboard with a reported 55 gallons of diesel discharged into the waterway resulting in. 3 mile sheen at time of report."
9921,14/06/2019,Mystery Sheen  Viosca Knoll  900A; Gulf of Mexico,Gulf of Mexico,29.08444444,-88.70444444,Oil,,oil sheen,,,,,,,0,"On June 14, 2019, the Sector New Orleans IMD was notified of a mystery sheen passing through the Viosca Knoll 900 block measuring 2 nautical miles by 0.5 nautical miles, silver in color. The sheen was moving from West to East, and did not show any indication of a potential source, or that it was a continuous discharge."
9910,31/05/2019,Oil Spill MP315; Gulf of Mexico,Gulf of Mexico,29.08722222,-88.73361111,Oil,,,,,,,,,0,On May 31 2019 USCG Sector NOLA contacted the NOAA SSC regarding a crude oil mystery sheen related to a NESDIS report. Currently 20 bbl oil at the  surface. Discharge likely originating from recently plugged well. ROV and OSRO en route. NOAA providing trajectory and resources at risk.
9873,01/04/2019,Mystery Sheen Main Pass 63; Gulf of Mexico,Gulf of Mexico,29.33416667,-88.99361111,Oil,,,,,,,,,0,"On April 1, 2019, the USCG Sector New Orleans contacted the NOAA SSC regarding a 4nm x 2nm silvery mystery sheen originally identified on March 29 2019.  USCG requested assistance identifying this sheen in past and future NESDIS Satellite reports."
9853,15/02/2019,West Cameron 398 Unknown Sheen; Offshore Gulf of Mexico,Offshore Gulf of Mexico,28.94933333,-93.55233333,Oil,,Unknown Sheen,,,,,,,0,"On February 15, 2019, MSU Port Arthur contacted ERD to request trajectory for sheen located approximately 60 miles offshore.  Sheen reported as 16 ft x 2 miles rainbow in NRC#1237739.  AIRSTA Houston launched helo, unable to reach site due to weather.  Local assets confirmed presence of sheen, but located no apparent source. We do not expect shoreline impacts based on the current observations."
9818,18/11/2018,"Jack Boat Ram XVII; 23 nautical miles west of Southwest Pass, Louisiana, Gulf of Mexico","23 nautical miles west of Southwest Pass, Louisiana, Gulf of Mexico",29.01444,-89.841667,Oil,,,,,,,,,2,"On November 18, 2018, a leg on the 134-foot Jack boat RAM XVII malfunctioned resulting in the vessel tilting  at a 45 degree angle and taking on water. The vessel reportedly has 17,000 gallons of diesel onboard.  The USCG requested trajectory for worst case discharge. There are currently no reports of discharge."
9807,08/10/2018,Hurricane Michael; Gulf of Mexico,Gulf of Mexico,29.94,-85.41,Other,Hurricane|Marine Debris,,,,,,,,0,"This hotline was opened to capture response information for Hurricane Michael.  USCG Mobile has set Port Condition X Ray for all ports and the GIWW from Gulfport to Port Panama City. At 1800c, Port condition Yankee will be put in place for all these areas as well."
9774,13/08/2018,Mystery Slick Gulf of Mexico; Gulf of Mexico,Gulf of Mexico,28.81666667,-90.3,Other,,,,,,,,,0,"On August 13, 2018, the USCG received multiple reports of a mystery slick approximately 15 miles south of Timbalier Bay. USCG requested that NOAA review photos of this slick."
9768,07/08/2018,Mystery Sheen MC 807; Gulf of Mexico,Gulf of Mexico,28.16944444,-89.22305556,Oil,,,,,,,,,0,"On August 7, 2018, the USCG Houma, LA,  requested support in responding to a NESDIS Satellite Marine Pollution Surveillance Report.  The report, received Aug 06 2018, found a potential sheen estimated to be 8 nm by 0.2 nm in length.  The USCG requesting assistance from the  NOAA SSC in identifying potential source of sheen including EPA regulated ocean disposal sites."
9738,14/06/2018,Mystery Slick Mississippi Canyon 773; Gulf of Mexico,Gulf of Mexico,28.20861111,-88.73722222,Oil,,,,,,,,,0,"On June 14, 2018, the NOAA National Environmental Satellite, Data, and Information Service (NESDIS) identified a 6.5nm mystery slick 68 miles off the Louisiana coast. The DOI Bureau of Safety and Environmental Enforcement (BSEE) conducted an overflight and the USCG requested trajectory and fate."
9588,05/10/2017,Tropical Storm Nate; Gulf of Mexico,Gulf of Mexico,14.3,-83.7,Other,,,,,,,,,0,"On October 5, 2017, a tropical depression in the southwestern Caribbean Sea was upgraded to Tropical Storm Nate.  This Hotline entry is being established to track activities associated with the response to Tropical Storm Nate."
9538,03/08/2017,"Anhydrous ammonia barge Cat Island; Mississippi Sound, Gulf of Mexico","Mississippi Sound, Gulf of Mexico",30.245,-89.19666667,Chemical,,anhydrous ammonia,,,,,,,0,"On August 3,  2017,  the USCG Sector Mobile notified the NOAA SSC of an incident involving a  barge carrying 2500 tons of anhydrous ammonia. Barge reportedly caught fire and was cut from tow.  Barge is adrift NE of Cat Island (Miss. Sound) south of Pass Christian, MS.  USCG is requesting support on hazard analysis."
9518,22/06/2017,"F/V Lady Demaries Sinking, Offshore of Galveston; Gulf of Mexico",Gulf of Mexico,28.87833333,-94.4525,Oil,,Diesel fuel,,,,,,5000,0,"On June 22, 2017, the USCG MSU Texas City notified the NOAA SSC that the F/V Lady Demaries was sinking approximately 30 miles southeast of Galveston, TX.  The vessel has 5,000 gallons of diesel fuel and miscellaneous other oil products on board.  Fate and transport information provided."
9499,29/05/2017,"Sunken Tug, Eugene Island Block, Offshore LA; Gulf of Mexico",Gulf of Mexico,28.80333333,-91.63666667,Oil,,Diesel,,,,,,4400,0,"On May 25, 2017, the USCG MSU Morgan City contacted NOAA SSC to evaluate if shoreline impact was anticipated from a sunken tug in the Eugene Island Block, Offshore Louisiana.  Tug is carrying 4,400 gallons of diesel, but is not known to have discharged.  No NRC # has been filed, case is currently in Search and Rescue (SAR) phase.  Phone support provided."
9498,28/05/2017,"GB 545 Mystery Sheen; Offshore, Gulf of Mexico","Offshore, Gulf of Mexico",28.05922222,-94.02538889,Oil,,,,,,,,,0,"On May 28, 2017, the USCG MSU Texas City contacted the NOAA RRO regarding a reported sheen approximately 15miles NW of the Flower Garden Banks.  USCG is investigating.  At this time it is uncertain if the sheen is oil (anthropogenic cause vs biogenic).  The report was taken from a vessel transiting in the area of the reported sheen."
9480,27/04/2017,M/V Maersk Garonne; 11 miles south Mobile Bay Gulf of Mexico,11 miles south Mobile Bay Gulf of Mexico,30.06055556,-88.16833333,Oil,,Heavy Fuel Oil,,,,,,,0,"On April 27, 2017, the USCG Sector Mobile contacted the NOAA SSC regarding an incident involving discharge of heavy fuel oil (HFO) from the M/V Maersk Garonne located approximately 11 miles south of Mobile Bay.  Discharge is reported to be from a “pinhole” leak above the water line from the starboard fuel tank.  USCG is requesting fate and trajectory analysis in the event there is a significant discharge."
9444,23/02/2017,"Mystery Sheen, South Timbalier, LA; Gulf of Mexico",Gulf of Mexico,28.88555556,-90.44333333,Oil,,Unknown,,,,,,,0,"On February 23, 2017, MSU Morgan City, contacted the NOAA SSC and asked for an evaluation of a possible sheen   (NRC#1171801) in South Timbalier area.  Review of photos indicated differences in water color were most likely a convergence zone, not oil.  Conclusion reported to MSU Morgan City."
9407,29/11/2016,"Energy 21 Platform F; Approx 8 miles offshore Atchafalaya Bay, Gulf of Mexico, LA","Approx 8 miles offshore Atchafalaya Bay, Gulf of Mexico, LA",29.3125,-91.53527778,Oil,,,,,,,,10,0,"On November 29, 2016, the USCG MSU Morgan City contacted the NOAA RRO to report a discharge of approximately 10bbls from a platform located eight miles from shore.  The discharge was reported as not secure but is anticipated to be secured shortly.  Requested trajectory and weather."
9297,14/06/2016,"F/V Michelle Dawn; 1.5 miles SSW Mexico Beach, FL","1.5 miles SSW Mexico Beach, FL",29.92929,-85.43607,Oil,,marine diesel fuel,,,,,,200,0,"On June 14, 2016, the NOAA SSC was notified by the USCG in Panama City, Florida  regarding a 50 ft commercial fishing vessel that reportedly sank off Mexico Beach on evening of 13 JUN 2016 with approx. 200 gallons of marine diesel on board. No one on board the vessel. MSD is working on fuel removal plan with OSRO. No report of sheen. Vessel is overturned. MSD is requesting trajectory analysis."
9277,12/05/2016,"Green Canyon 248; Green Canyon Block 248, Gulf of Mexico","Green Canyon Block 248, Gulf of Mexico",27.73059444,-90.57045278,Oil,,Louisiana Crude,1,,,0,,88200,3,"On May 12, 2016, NOAA was contacted by the USCG Marine Safety Unity in Morgan City, Louisiana, regarding a discharge of approximately 2100 barrels(88,200 gallons) of crude oil in the Green Canyon block of the Gulf of Mexico during drilling operations. The source was reported to be secure by the RP.  The USCG has requested NOAA trajectory,  oil fate, and resources at risk at this time.  The incident is approximately 100 miles offshore"
8926,06/05/2015,Energy XXI platform West Delta Block 73/74 ; Gulf of Mexico,Gulf of Mexico,28.94733,-90.70592,Oil,,crude oil,,,,,,11,0,"On 6 May 2015, the USCG MSU Morgan City contacted the NOAA SSC regarding a minor release (11 gallons) of crude oil from a platform located approximately 7 miles south of Isles Dernieres Barrier Islands Refuge. USCG is requesting information on fate and trajectory. "
8922,05/05/2015,M/V ADAM ASNYK ; Gulf of Mexico,Gulf of Mexico,28.75444,-89.48222,Chemical,,THIOUREA DIOXIDE,,,,,,,0,"On May 5, 2015, the USCG contacted the NOAA SSC regarding a container on fire aboard the vessel M/V ADAM ASNYK.  The container was loaded with formamidine sulfinic acid.  The vessel crew extinguished the fire and the USCG requested assistance in hazard assessment for the damaged container and residues before the vessel's next port of call."
8907,10/04/2015,Sunken deck barge; ICW near Horn Island Gulf of Mexico,ICW near Horn Island Gulf of Mexico,30.25483333,-88.609,Oil,,diesel and gasoline,,,,,,300,0,"On April 10, 2015, the USCG Sector Mobile notified the NOAA SSC of an incident involving a dredge pontoon barge (deck barge) that sank in/near the Inter-coastal waterway (ICW) northeast of Horn Island (approximately 9 miles south of Pascagoula, MS). Report indicates approximately 13 pontoon barges carrying various equipment including 2 gasoline generators and one tender vessel (25ft) with total of approximately 300 gallons of fuel on board. USCG is requesting fate and trajectory information for worst case release. No release has been reported. "
8902,01/04/2015,"Pemex Oil Platform; Bay of Campeche, Mexico","Bay of Campeche, Mexico",19.305,-92.17361111,Oil,,crude oil,,,,,,,0,"On April 1, 2015, a PEMEX oil platform caught fire in southern Gulf of Mexico. The incident is in the Bay of Campeche in Mexican waters.  Firefighting is on-going.  Media reports a number of fatalities and a large evacuation of workers.  The fire occurred at a Pemex dehydration and pumping platform known as Abkatun Permanente."
